"Group.1" "Group.2" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.." "Subject"
"SITTING" 8 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391 0.832453878043478 0.240095117065217 0.263895185521739 -0.966757967173913 -0.937462301369565 -0.935475331521739 0.0786713761086957 -0.00657516306713044 -0.0106808920069565 -0.985188753695652 -0.980784606086957 -0.985285807173913 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.984524052826087 -0.97150069673913 -0.959623548478261 -0.0923150250434783 -0.0402673770652174 -0.0445732240217391 -0.993264647391304 -0.98887627673913 -0.985241405434783 -0.952139704347826 -0.929943615630435 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.93268224326087 -0.953001632173913 -0.991807428043478 -0.986756670869565 -0.981142909782609 -0.94421971826087 -0.959436275869565 -0.978256730652174 -0.923829969347826 -0.933889846521739 -0.164187373097826 0.107278338519565 0.060048457826087 -0.984977270652174 -0.980221104565217 -0.982995311086956 -0.986913610652174 -0.983038783478261 -0.986185349347826 0.227828617 0.0527157003152174 0.00883768081521739 -0.982200309782609 -0.97658989 -0.961798676956522 -0.985339301521739 -0.96892443326087 -0.962632253913044 0.116741556823913 -0.261139449513043 -0.0430176558469565 -0.947981783478261 -0.93172124 0.121543001092174 -0.980932292391304 -0.97932021173913 0.306787560913043 -0.965806789347826 -0.953251156521739 -0.141126202673913 -0.987730604130435 -0.986147262608696 0.166638747782609 8
"STANDING" 8 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.988815418148148 -0.938479429074074 -0.926065255185185 0.957669921111111 -0.0904603488214815 -0.0979392024814815 -0.987690217222222 -0.958904114074074 -0.918293913703704 0.0753739045185185 0.00814951727462963 0.00322153267648148 -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.0219671978203704 -0.0280117633814815 0.063688907 -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.097757576 -0.0485190684259259 -0.0478483225666667 -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.953762884074074 -0.937187185222222 -0.953762884074074 -0.937187185222222 -0.984920797777778 -0.979932239074074 -0.952848496851852 -0.95322478962963 -0.987580587777778 -0.982460332222222 -0.988219862222222 -0.9500491 -0.950362935555556 -0.98918374962963 -0.936231722777778 -0.919744963888889 0.0231155666555556 0.0771842726148148 0.121181473814815 -0.989029238518519 -0.976177675 -0.979477193333333 -0.990414086851852 -0.97858173 -0.984465744444444 0.267296230824074 -0.0598195579537037 0.0692831244296296 -0.969677435925926 -0.972595487037037 -0.975512276666667 -0.974200997592593 -0.968055495925926 -0.975976456111111 -0.154243187048148 -0.197392513112963 0.0222011082111111 -0.953746070740741 -0.938628186322222 0.110646845581481 -0.979745872037037 -0.979135440925926 0.308060633885185 -0.964564224074074 -0.954119826296296 -0.108780315687387 -0.983709233333333 -0.981832336296296 0.179173689962963 8
"WAlKING" 8 0.267404821505618 -0.0230755124998876 -0.110877609865169 -0.172733421214607 0.366034343707865 -0.0208041696247191 0.889070361460674 -0.251302320224719 -0.189049905169404 -0.952603406853933 -0.944919405393258 -0.919569114382022 0.0754262660058427 0.00324774684269663 -0.0314397350010112 -0.225487964505618 0.120506152851685 -0.412830044651685 0.101452887748539 -0.145735118486292 -0.00589079451573034 -0.276703702707865 -0.145061694964045 0.114800403723596 -0.144896869049438 -0.0298441686247191 -0.0527938606921348 -0.31932438641573 -0.426498609213483 -0.407758288202247 0.0836254599089888 -0.201963595368539 0.0836254599089888 -0.201963595368539 -0.10122726762 -0.204714174393258 0.0750050628914607 -0.179126816483146 -0.367476736179775 -0.498819377078652 -0.210084564616854 0.292312834550562 -0.162307842793258 -0.160778132833708 0.315887826516854 -0.0238267244707865 -0.339074903561798 -0.0442637307393258 -0.0280055399662921 -0.260100060065169 0.0310920468089888 -0.37312274752809 -0.260340609325843 0.138079120750562 -0.452284735314607 -0.23998518756427 -0.384613106550562 -0.30336407485618 -0.165727166424719 -0.192209810729213 0.00478242797752809 -0.315194102191011 -0.124963650939326 0.0441410645460674 -0.196768351685393 -0.140436754359551 -0.254472556260674 -0.111362638795506 -0.38314503247191 0.205458488672921 -0.127527246457303 -0.323807424011236 0.221501501997753 -0.268243345977528 -0.261060800803371 -0.0110189617396629 -0.468532053707865 -0.578703304269663 0.274814790651685 8
"WALKING_DOWNSTAIRS" 8 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.0241393473736842 0.343826273105263 0.1337170395 0.914023498421053 -0.187610243421053 -0.141817934963684 -0.945766561578947 -0.941580934473684 -0.897190012631579 0.118938088342105 -0.0380193846210526 -0.0394356157631579 0.250143724521053 0.288140718789474 -0.0135136269 -0.121189625973684 -0.0500760173342105 0.114143855152368 -0.258430885531579 0.0243131207736842 -0.129565242710526 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 -0.267887897328947 -0.0704526510842105 -0.1896044435 0.176599311818421 0.131337867236842 0.176599311818421 0.131337867236842 0.262628490268421 0.2534082561 0.0993429744078947 -0.0466291872078947 -0.126189142894737 -0.157484866842105 0.136590199860526 0.388412779763158 0.159589756534211 -0.0260463260078947 0.232184078052632 0.0214914840105263 -0.200757851 0.0511555478315789 0.223078489563158 0.214841402815789 0.220639687868421 0.0586096890447368 0.172658982065789 0.273943791773684 -0.0846674186842105 -0.170997897197368 -0.337650965236842 -0.180391338523684 -0.130740445236842 0.116090879026316 0.0277498065176316 -0.302735102631579 -0.0461356322868421 -0.268253406210526 -0.177172958760526 0.0716794237631579 -0.00513040190789474 0.301626757315789 -0.156141093578947 0.229144569581579 0.331528459921053 0.134734731236842 0.181422535965789 -0.00036272967368421 -0.255590314210526 0.267675982868421 -0.125179586744737 -0.26298447 0.242843618736842 8
"LAYING" 9 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.5802528348 -0.1191541962 0.9578730416 -0.9218210626 -0.9699944882 -0.9712046902 0.08807344764 0.011561732718 -0.0070536778584 -0.9647404702 -0.9639966798 -0.958562455 -0.013632036148 -0.15890291983 0.101275010682 -0.9422465098 -0.9266185314 -0.9615953704 -0.10384667982 -0.027552256948 -0.0569490475 -0.945329035 -0.9621702422 -0.9770761602 -0.9308684376 -0.91512680016 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598 -0.946865494 -0.9343665984 -0.9459190006 -0.9409810272 -0.9128367508 -0.9419711636 -0.4459627774628 -0.215336752654 0.17810728092 -0.964304065 -0.9640828062 -0.955909215 -0.9686013042 -0.966634136 -0.9597147176 -0.08503093738 -0.227093669698 -0.094374360132 -0.930297921 -0.9345796594 -0.9598150092 -0.9463891504 -0.9231319366 -0.965686312 -0.23069917904112 -0.321206958058 -0.055125413678 -0.9266042952 -0.921929738394 -0.085609052452 -0.9543205856 -0.9550947122 0.1670029826292 -0.9186053356 -0.9034005814 -0.20634356866 -0.9558062546 -0.9522904702 -0.016201378678 9
"SITTING" 9 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.109383841734 -0.120093395898 -0.1317488734546 -0.9655962396 -0.9580073906 -0.9575269752 -0.9666604036 -0.9585229866 -0.9649413418 0.02039798558 -0.27190085077 -0.267665734806 -0.950315237 -0.9396930078 -0.940312313 -0.9618360162 -0.910583361 -0.9341874784 -0.128144114548 -0.359739581712 -0.17324215306 -0.8977181972 -0.8691725114 -0.08061344386 -0.9530504408 -0.9493949814 0.0974700202614 -0.9344377378 -0.9064712292 -0.19597005159 -0.9683155878 -0.9659970148 0.031534866288 9
"STANDING" 9 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.105711680368889 -0.00378721862222222 0.000165424148888888 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.0235041479111111 -0.0981894026 -0.128067958244444 -0.916974437555556 -0.954514301555556 -0.941510336 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.222857823644444 -0.348959970422222 -0.16576126334 -0.946330171777778 -0.940265546444444 0.0235738706622222 -0.963242884 -0.963593159555556 0.200537688288889 -0.929769067777778 -0.910909659555556 -0.174953568622222 -0.967491628 -0.964770799111111 0.0243650848444444 9
"WAlKING" 9 0.270708268316832 -0.0187785508966337 -0.117805919148515 -0.298070888712871 -0.250458870792079 -0.152795838936238 0.927988408415842 -0.0345200136673267 -0.188702987843366 -0.968072642871287 -0.937318363960396 -0.925710204257426 0.0698491327792079 0.0115422843474257 0.00585187584217822 -0.269103441227723 -0.42694614019802 -0.525002568910891 -0.121167004188119 -0.0522256836845545 0.128156289355446 -0.412033240158416 -0.434939713465347 -0.203823670117624 -0.0748796069172277 -0.0330334785881188 -0.0440764474443564 -0.591720725247525 -0.626535107128713 -0.554538946039604 -0.176990317524218 -0.389516592673267 -0.176990317524218 -0.389516592673267 -0.31868175719802 -0.379392929009901 -0.192069771052475 -0.458731589207921 -0.589132626831683 -0.672049189108911 -0.318010318712871 -0.329161912376238 -0.31576966590099 -0.291663484316832 -0.259712723980198 -0.135816118227525 -0.325520767844554 -0.108897102393069 -0.0921610939455446 -0.356851422178218 -0.484526474752475 -0.504131728415842 -0.246490605712772 -0.403874431 -0.544625246831683 -0.402024762019802 -0.457079034158416 -0.454116370762376 -0.349844536881188 -0.467107977128713 -0.282661440782178 -0.436680466712871 -0.423575435435644 -0.256586819473267 -0.24150179060396 -0.192825033150891 -0.324519266980198 -0.345042379019802 -0.511969556237624 0.0822894646633663 -0.366677223069307 -0.401221819405941 0.0944822211574257 -0.522377435445545 -0.511350301237624 -0.0605202019178218 -0.666416407623762 -0.703639583960396 0.191204057516832 9
"WALKING_DOWNSTAIRS" 9 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 -0.440633905714286 0.0625058243738095 -0.0424266601952381 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.355981821428571 -0.425377408333333 -0.43402213 -0.232042826333571 -0.330318261928571 -0.325042890904762 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.364282565714286 -0.356561471714286 -0.165224231566667 -0.00351697116904762 -0.115191992546667 0.222203941 0.0888671674047619 -0.0498273898880952 0.00716877883571429 0.0705526138333333 -0.0824504599928571 -0.347540226666667 -0.424170737142857 0.0656782201880952 -0.463172053809524 -0.485158906904762 0.132021014566667 9
"LAYING" 10 0.280230574137931 -0.024294484137931 -0.117168642362069 -0.968283685 -0.946454302068966 -0.95947148637931 -0.453069737586207 -0.139297681034483 -0.031121624137931 -0.954531941896552 -0.966701156034483 -0.963045642431035 0.073815064487931 0.015698997097069 0.00716689586275862 -0.978007466724138 -0.966930793448276 -0.976256662586207 -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.961713199827586 -0.953660207586207 -0.971940597413793 -0.100308254413793 -0.0388797920413793 -0.0590744912758621 -0.965900578103448 -0.966621040344828 -0.983949302758621 -0.956781819655172 -0.940301654482759 -0.956781819655172 -0.940301654482759 -0.976234435172414 -0.967556980689655 -0.937590998793103 -0.927471165517241 -0.970830848965517 -0.959632931551724 -0.96918420862069 -0.954341849137931 -0.964300845172414 -0.96796803862069 -0.946229148258621 -0.959813667810345 -0.14052022862069 0.200554088396552 0.317328874567241 -0.979014668793104 -0.968039173793103 -0.972592212931034 -0.978904364137931 -0.968120692241379 -0.978582339137931 0.0485572099491379 0.0425942300482759 0.146112721943103 -0.953793912068965 -0.954670034482759 -0.969755777241379 -0.96454456637931 -0.953453496551724 -0.975298797068965 0.0707575751344828 0.0713125646482759 0.157620505460345 -0.950848109137931 -0.944304974655172 0.260388946262069 -0.968561121551724 -0.965377553448276 0.212826187810345 -0.937692642586207 -0.933701315344828 0.216535434472414 -0.960976821551724 -0.960772875517241 0.202624700274138 10
"SITTING" 10 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 0.791887198148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 0.0775372505185185 0.00897875458703704 -0.00499566427666667 -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.0931555026481481 -0.0411216540925926 -0.048941191502963 -0.992326657222222 -0.992584494814815 -0.990259813148148 -0.96075719962963 -0.939669591481481 -0.96075719962963 -0.939669591481481 -0.988054237592593 -0.985209856296296 -0.944202043703704 -0.963064577592593 -0.993707487592593 -0.991696196481481 -0.984943144259259 -0.9404502 -0.97464465462963 -0.982242427777778 -0.912838063018519 -0.966121042592593 -0.0826140728898148 0.0279319737981482 0.23364402002912 -0.989365013888889 -0.980962856111111 -0.986056767777778 -0.989550917407407 -0.982045591111111 -0.98911086 0.193449216333333 -0.0261859265331481 0.117530736503704 -0.986477363333333 -0.986179215555556 -0.96539546962963 -0.989712360740741 -0.983579646666667 -0.962418559814815 0.214105020574074 0.0677252285555556 -0.084443595962963 -0.955281010740741 -0.941511952777778 0.221566081296296 -0.985900801111111 -0.983266741481482 0.324762092796296 -0.974459732592593 -0.962459956111111 0.00581337385185185 -0.992191529259259 -0.991409100925926 0.344008502777778 10
"STANDING" 10 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545 0.954008785454545 -0.0431597830454545 0.0346980210431818 -0.991259485 -0.975410724090909 -0.959579657727273 0.0809784390227273 0.0119007630575 -0.00485841031477273 -0.964311490454545 -0.941328663409091 -0.9764306 -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.929895057954545 -0.958861164090909 -0.953681099545455 -0.104753833181818 -0.0371593000727273 -0.0584162547045455 -0.950367548409091 -0.976445016590909 -0.969051030681818 -0.951988907954545 -0.937264537954545 -0.951988907954545 -0.937264537954545 -0.965163818409091 -0.952058214545455 -0.929787259772727 -0.920486810227273 -0.971637661590909 -0.964409410454545 -0.970099814318182 -0.923378745227273 -0.955272383863636 -0.982949246136364 -0.921860476590909 -0.938098683181818 0.159123629063636 -0.0126234259545455 0.0776098480747727 -0.963565166136364 -0.942187760454545 -0.972241512272727 -0.968612135909091 -0.944847393636364 -0.979428729090909 0.253301389636364 -0.187095243409091 0.00562873853409091 -0.924005912954545 -0.960323800909091 -0.950915730909091 -0.932273942727273 -0.958399857954545 -0.958901257272727 -0.281787222606818 -0.164082230704545 -0.0988874452431818 -0.9401101675 -0.945048242954545 0.0902454673818182 -0.951633690454545 -0.952105964545455 0.197319524797727 -0.937786743409091 -0.922961550454545 -0.226492596295455 -0.965614081363636 -0.965055815454545 0.0133897488363636 10
"WAlKING" 10 0.2731915317 -0.015783027387 -0.113345279222 -0.17066436362 -0.014663729696 -0.244412899973 0.9484135223 -0.07101518484 0.03980544283477 -0.9672821878 -0.9550993277 -0.91409779 0.075965999157 0.014680489864 -0.032765183453 -0.11565900619 -0.043774786748 -0.5567159658 0.0401374506554 -0.08830187171233 0.0936390903505 -0.364540214717 -0.113601199472 -0.24313756654 -0.138925962054 -0.0450182445535 -0.049552956909 -0.3948407048 -0.554307821 -0.4010671868 -0.0800537782506 -0.19779188561676 -0.0800537782506 -0.19779188561676 -0.19344912586809 -0.086292373863 -0.062310156288 -0.2662127784652 -0.4794203226 -0.5561328028 -0.12604377227 0.00993498478 -0.3600238547 -0.190194197766 -0.0930465050822 -0.246801554294 -0.280746472222 0.127546559364 0.000967395217000001 -0.151779518375 -0.0808504774587 -0.5059492833 -0.1583216789601 -0.069616194046 -0.6075719482 -0.246127870158 -0.2529779843231 -0.12486063693 -0.250000920749 -0.29381451182 -0.181019698407 -0.40330701583 -0.02761237635 -0.334641598 -0.1602941571686 -0.26278976252 -0.132469184935 -0.127729942548 -0.3662257716 0.136503260609 -0.06129493487 -0.1305409259457 0.0462241596685 -0.343411656 -0.34334829995 -0.02296716312 -0.5552586372 -0.5898747377 0.074413754348 10
"WALKING_DOWNSTAIRS" 10 0.290401594315789 -0.0200050770710526 -0.110848597247368 0.295733547631579 0.00407915363157895 -0.183557562032895 0.939807421052632 -0.0646160768947368 0.0418715409263158 -0.939267613157895 -0.937003823684211 -0.902085224736842 0.100959387447368 0.0107824902368421 0.000152617173684209 0.223275806105263 -0.105020355562895 -0.318188417289474 -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.304745377026316 -0.311407525263158 -0.0353021837 -0.0643764005526316 -0.0489378053157895 -0.0720413112078947 -0.416986139210526 -0.471650977631579 -0.227137389605263 0.250843769394737 0.156998205421053 0.250843769394737 0.156998205421053 0.0507010228431579 0.110877231263158 -0.0238468037578947 -0.280382850552632 -0.401854311315789 -0.494105756315789 0.215665273157895 0.00904660360263158 -0.157728357742105 0.324957743157895 -0.0633337717526316 -0.268686170263158 -0.321679050052632 0.0667192523289474 0.257067314407895 0.181419131002632 -0.119504295573684 -0.240679035428947 0.156912678626316 -0.153355802565789 -0.396147929736842 -0.236779781631579 -0.297763023710526 0.0189821663447368 -0.214350280079211 -0.272495710342105 0.0391366814342105 -0.339514358157895 -0.343237004473684 -0.1503916379 -0.177215651634211 -0.00555958745263158 -0.0448928718421053 0.220115703368421 -0.0616742840815789 0.164428829157895 0.156978047052632 0.0380266696789474 0.125205953456842 -0.312347510289474 -0.387780104447368 0.0774362595943947 -0.484196484736842 -0.544988519210526 0.178773116957895 10
"LAYING" 11 0.280592970877193 -0.0176598052315789 -0.108786578070175 -0.98477733 -0.972196873859649 -0.971311176842105 -0.134832031403509 0.943017941403509 0.112620189964912 -0.97956560245614 -0.990765579649123 -0.984192606315789 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.980836884561403 -0.982442644035088 -0.959897432807018 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.980621180175439 -0.972891829473684 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.952523752105263 -0.954713182807018 -0.990641248245614 -0.984476476666667 -0.983801365614035 -0.971403935438596 -0.973576812807018 -0.985322211929825 -0.973589287368421 -0.971668077017544 -0.0637709766210526 0.251945472245614 0.22603584097193 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.987122678245614 -0.973486716315789 -0.983302949122807 0.178104551486316 0.00344999603508772 0.0300169449866667 -0.97618747122807 -0.982640271929825 -0.961434420701754 -0.982424585438596 -0.982660631754386 -0.963183902982456 0.00610819990350877 0.104942477754386 0.0963568933754386 -0.973994004561404 -0.976037695614035 0.336010660578947 -0.976940774561403 -0.975126531403509 0.29574789545614 -0.967093356491228 -0.954849053508772 0.0406004062738596 -0.985978837192982 -0.983569468245614 0.256034976912281 11
"SITTING" 11 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.921402118113208 -0.968370181886792 0.871963798301887 0.213716305739623 0.188531695981132 -0.988069341132075 -0.949792572075472 -0.971661610754717 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.980335163584906 -0.966766643396226 -0.983441609622641 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.990501518301887 -0.988554820188679 -0.981016044716981 -0.961970763773585 -0.944581826415094 -0.961970763773585 -0.944581826415094 -0.97935563509434 -0.974511726792453 -0.951884472075472 -0.959964488301887 -0.989519031132076 -0.986256664716981 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.983389810188679 -0.920047161698113 -0.967884390943396 -0.050340397354717 0.0967747743339623 0.243469786396226 -0.980831750377358 -0.967454617735849 -0.981124861320755 -0.981607942075472 -0.968421475660377 -0.984349606792453 0.153320197518868 -0.0805058031716981 0.0755982625849057 -0.985106875471698 -0.98263664490566 -0.954453821132075 -0.989189512641509 -0.982137919056604 -0.956802766792453 0.115678529336604 -0.102473210571698 -0.0459579465849057 -0.953066009056604 -0.948521986037736 0.198648837339623 -0.975315331509434 -0.972289134150943 0.192259107913208 -0.969799951132076 -0.960711241886792 -0.0398966601509434 -0.987255972641509 -0.985607229245283 0.159345366839623 11
"STANDING" 11 0.277715562765957 -0.0171990886595745 -0.108686630425532 -0.994978878723404 -0.964173331702128 -0.986382712765957 0.956464535957447 -0.173082704680851 0.127198423404255 -0.994529398085106 -0.981047828723404 -0.989433253617021 0.0760097721914894 0.0124130965551064 -0.00074591623212766 -0.992527404255319 -0.979428279574468 -0.990132989574468 -0.0293141521489362 -0.0765465041914894 0.0810588216170213 -0.980242494680851 -0.994210471914894 -0.980636664893617 -0.099519355893617 -0.0395992140851064 -0.0524732752340426 -0.986690403617021 -0.995571631276596 -0.990663218510638 -0.984853836595745 -0.98030536893617 -0.984853836595745 -0.98030536893617 -0.989242377234043 -0.988853960638298 -0.979978011489362 -0.977071437446808 -0.993428183617021 -0.992579166595745 -0.993808050638298 -0.968703072553191 -0.987669785531915 -0.995573762978723 -0.96350679 -0.985958517446809 0.0890102416978723 0.0557408976489362 0.292390245638298 -0.992385450851064 -0.979287024255319 -0.988460788085106 -0.993414564042553 -0.981185823617021 -0.990378149574468 0.312171839674468 -0.0305094144893617 0.120740566368085 -0.978301717234043 -0.994025488297872 -0.980762968085106 -0.981009115744681 -0.994353086595745 -0.98230878106383 -0.129935993361702 0.11920123437234 -0.0212967788297872 -0.982255413617021 -0.981503969574468 0.233078227234043 -0.988636595319149 -0.98802123106383 0.333098929765957 -0.982576519787234 -0.977437710851064 -0.0478486176276596 -0.992981019787234 -0.992277468510638 0.223297408893617 11
"WAlKING" 11 0.267976885672566 -0.0231792890042478 -0.106431253345133 -0.334894177230089 -0.0765624560044248 -0.374238052442478 0.920738504690266 -0.27490141840708 0.140065150743363 -0.967893518230089 -0.946227235752212 -0.935085837168142 0.0896063551044248 0.000328761501946905 -0.0142161936451327 -0.440198187433628 -0.299311265442478 -0.751575435132743 -0.0615202961285841 -0.0639073886292035 0.0745450104011018 -0.550941388938053 -0.395648646814159 -0.558655680884956 -0.0787763715725664 -0.0612453571442478 -0.0399106994747788 -0.598395217522124 -0.772145497168142 -0.659124598141593 -0.21390437639823 -0.393047743274336 -0.21390437639823 -0.393047743274336 -0.453587564513274 -0.444881145044248 -0.342114238362832 -0.472128644070796 -0.691223270619469 -0.776349324690266 -0.376852485840708 -0.16505012342708 -0.585503046106195 -0.321416927283186 -0.0927350696442478 -0.327454919383186 -0.445705787658407 -0.0837066059610619 -0.211387653549735 -0.47365246840708 -0.343836012079646 -0.727380401415929 -0.456003632831858 -0.297817597560177 -0.774459706283186 -0.398135957362832 -0.444018519929204 -0.278813890018584 -0.494218720265487 -0.587401441150442 -0.530368038053097 -0.572811457876106 -0.310359927337168 -0.609122788230088 -0.208964611141593 -0.458868788938053 -0.183713397415929 -0.399996682920354 -0.484853176902655 -0.0166504441925398 -0.433734433716814 -0.463445566725664 0.0512166734495575 -0.581491298584071 -0.495318969026549 -0.219709526920708 -0.772975248938053 -0.796920536637168 0.036753848059292 11
